gene_symbol,GO_term
AGAP5,positive regulation of GTPase activity
AGBL4,C-terminal protein deglutamylation
AGBL4,Golgi apparatus
AGBL4,anterograde axonal transport of mitochondrion
AGBL4,axon cytoplasm
AGBL4,central nervous system neuron development
AGBL4,centriole
AGBL4,ciliary basal body
AGBL4,cytosol
AGBL4,defense response to virus
AGBL4,metallocarboxypeptidase activity
AGBL4,negative regulation of cell population proliferation
AGBL4,positive regulation of ubiquitin-dependent protein catabolic process
AGBL4,protein deglutamylation
AGBL4,protein side chain deglutamylation
AGBL4,proteolysis
AGBL4,regulation of blastocyst development
AGBL4,retrograde axonal transport of mitochondrion
AGBL4,tubulin binding
AGBL4,zinc ion binding
AGMO,endoplasmic reticulum
AGMO,endoplasmic reticulum
AGMO,endoplasmic reticulum membrane
AGMO,ether lipid metabolic process
AGMO,glyceryl-ether monooxygenase activity
AGMO,glyceryl-ether monooxygenase activity
AGMO,glyceryl-ether monooxygenase activity
AGMO,integral component of membrane
AGMO,iron ion binding
AGMO,membrane lipid metabolic process
AGMO,membrane lipid metabolic process
AGMO,oxidation-reduction process
AGMO,protein binding
AGMO,triglyceride biosynthetic process
AGO1,P-body
AGO1,RISC complex
AGO1,RISC-loading complex
AGO1,RNA binding
AGO1,RNA binding
AGO1,"RNA phosphodiester bond hydrolysis, endonucleolytic"
AGO1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
AGO1,RNA polymerase II complex binding
AGO1,RNA secondary structure unwinding
AGO1,RNA secondary structure unwinding
AGO1,"Wnt signaling pathway, calcium modulating pathway"
AGO1,core promoter sequence-specific DNA binding
AGO1,cytoplasm
AGO1,cytosol
AGO1,double-stranded RNA binding
AGO1,endoribonuclease activity
AGO1,mRNA cleavage involved in gene silencing by miRNA
AGO1,mRNA cleavage involved in gene silencing by siRNA
AGO1,miRNA binding
AGO1,miRNA loading onto RISC involved in gene silencing by miRNA
AGO1,miRNA mediated inhibition of translation
AGO1,miRNA metabolic process
AGO1,negative regulation of angiogenesis
AGO1,negative regulation of gene expression
AGO1,nuclear-transcribed mRNA catabolic process
AGO1,nucleoplasm
AGO1,nucleus
AGO1,polysome
AGO1,positive regulation of NIK/NF-kappaB signaling
AGO1,positive regulation of gene expression
AGO1,positive regulation of transcription by RNA polymerase II
AGO1,post-transcriptional gene silencing by RNA
AGO1,pre-miRNA processing
AGO1,production of miRNAs involved in gene silencing by miRNA
AGO1,protein binding
AGO1,regulation of gene silencing by miRNA
AGO1,regulation of megakaryocyte differentiation
AGO1,ribonucleoprotein complex
AGO1,single-stranded RNA binding
AGO3,P-body
AGO3,RISC complex
AGO3,RISC-loading complex
AGO3,RNA binding
AGO3,"RNA phosphodiester bond hydrolysis, endonucleolytic"
AGO3,RNA secondary structure unwinding
AGO3,RNA secondary structure unwinding
AGO3,"Wnt signaling pathway, calcium modulating pathway"
AGO3,condensed nuclear chromosome
AGO3,cytoplasm
AGO3,cytoplasmic ribonucleoprotein granule
AGO3,cytosol
AGO3,double-stranded RNA binding
AGO3,endoribonuclease activity
AGO3,"endoribonuclease activity, cleaving miRNA-paired mRNA"
AGO3,mRNA catabolic process
AGO3,mRNA cleavage involved in gene silencing by miRNA
AGO3,mRNA cleavage involved in gene silencing by siRNA
AGO3,membrane
AGO3,metal ion binding
AGO3,miRNA binding
AGO3,miRNA loading onto RISC involved in gene silencing by miRNA
AGO3,miRNA mediated inhibition of translation
AGO3,negative regulation of gene expression
AGO3,nucleoplasm
AGO3,positive regulation of NIK/NF-kappaB signaling
AGO3,positive regulation of gene expression
AGO3,post-transcriptional gene silencing by RNA
AGO3,pre-miRNA processing
AGO3,production of miRNAs involved in gene silencing by miRNA
AGO3,protein binding
AGO3,regulation of megakaryocyte differentiation
AGO3,regulation of stem cell proliferation
AGO3,single-stranded RNA binding
AGO4,P-body
AGO4,RISC complex
AGO4,RISC-loading complex
AGO4,RNA secondary structure unwinding
AGO4,RNA secondary structure unwinding
AGO4,"Wnt signaling pathway, calcium modulating pathway"
AGO4,cytoplasm
AGO4,cytosol
AGO4,double-stranded RNA binding
AGO4,mRNA catabolic process
AGO4,mRNA cleavage involved in gene silencing by miRNA
AGO4,mRNA cleavage involved in gene silencing by siRNA
AGO4,male gonad development
AGO4,male meiotic nuclear division
AGO4,membrane
AGO4,miRNA binding
AGO4,miRNA loading onto RISC involved in gene silencing by miRNA
AGO4,miRNA mediated inhibition of translation
AGO4,miRNA metabolic process
AGO4,negative regulation of apoptotic process
AGO4,negative regulation of gene expression
AGO4,nucleus
AGO4,positive regulation of gene expression
AGO4,post-transcriptional gene silencing by RNA
AGO4,pre-miRNA processing
AGO4,production of miRNAs involved in gene silencing by miRNA
AGO4,protein binding
AGO4,regulation of cell morphogenesis
AGO4,regulation of megakaryocyte differentiation
AGO4,single-stranded RNA binding
AGO4,synaptonemal complex assembly
AGTR2,G protein-coupled receptor activity
AGTR2,G protein-coupled receptor signaling pathway
AGTR2,G protein-coupled receptor signaling pathway
AGTR2,G protein-coupled receptor signaling pathway
AGTR2,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger
AGTR2,aldosterone secretion
AGTR2,angiotensin type II receptor activity
AGTR2,angiotensin type II receptor activity
AGTR2,angiotensin-activated signaling pathway
AGTR2,angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure
AGTR2,blood vessel remodeling
AGTR2,brain development
AGTR2,brain renin-angiotensin system
AGTR2,cell growth involved in cardiac muscle cell development
AGTR2,cell surface receptor signaling pathway
AGTR2,cellular response to dexamethasone stimulus
AGTR2,cellular sodium ion homeostasis
AGTR2,cerebellar cortex development
AGTR2,dopamine biosynthetic process
AGTR2,exploration behavior
AGTR2,inflammatory response
AGTR2,integral component of plasma membrane
AGTR2,intracellular signal transduction
AGTR2,negative regulation of blood vessel endothelial cell migration
AGTR2,negative regulation of cell growth
AGTR2,negative regulation of fibroblast proliferation
AGTR2,negative regulation of heart rate
AGTR2,negative regulation of icosanoid secretion
AGTR2,negative regulation of neurotrophin TRK receptor signaling pathway
AGTR2,negative regulation of norepinephrine secretion
AGTR2,negative regulation of signaling receptor activity
AGTR2,nitric oxide mediated signal transduction
AGTR2,nitric oxide mediated signal transduction
AGTR2,perinuclear region of cytoplasm
AGTR2,plasma membrane
AGTR2,plasma membrane
AGTR2,positive regulation of blood vessel diameter
AGTR2,positive regulation of branching involved in ureteric bud morphogenesis
AGTR2,positive regulation of cell population proliferation
AGTR2,positive regulation of cytokine production
AGTR2,positive regulation of extrinsic apoptotic signaling pathway
AGTR2,positive regulation of metanephric glomerulus development
AGTR2,positive regulation of nitric oxide biosynthetic process
AGTR2,positive regulation of nitric-oxide synthase activity
AGTR2,positive regulation of phosphoprotein phosphatase activity
AGTR2,positive regulation of renal sodium excretion
AGTR2,"positive regulation of transcription, DNA-templated"
AGTR2,protein binding
AGTR2,receptor antagonist activity
AGTR2,regulation of blood pressure
AGTR2,regulation of metanephros size
AGTR2,regulation of protein import into nucleus
AGTR2,regulation of systemic arterial blood pressure by circulatory renin-angiotensin
AGTR2,renin-angiotensin regulation of aldosterone production
AGTR2,transcription factor binding
AGTR2,vasodilation
AHDC1,DNA binding
AHDC1,protein binding
AHI1,Kupffer's vesicle development
AHI1,MKS complex
AHI1,adherens junction
AHI1,cell-cell junction
AHI1,cellular protein localization
AHI1,central nervous system development
AHI1,centriole
AHI1,centrosome
AHI1,ciliary basal body
AHI1,ciliary basal body-plasma membrane docking
AHI1,cilium
AHI1,cilium
AHI1,cilium assembly
AHI1,cloaca development
AHI1,cytosol
AHI1,heart looping
AHI1,hindbrain development
AHI1,identical protein binding
AHI1,left/right axis specification
AHI1,morphogenesis of a polarized epithelium
AHI1,negative regulation of apoptotic process
AHI1,non-motile cilium
AHI1,otic vesicle development
AHI1,photoreceptor cell outer segment organization
AHI1,positive regulation of polarized epithelial cell differentiation
AHI1,positive regulation of receptor internalization
AHI1,positive regulation of transcription by RNA polymerase II
AHI1,pronephric duct morphogenesis
AHI1,pronephric nephron tubule morphogenesis
AHI1,protein binding
AHI1,regulation of behavior
AHI1,retina layer formation
AHI1,specification of axis polarity
AHI1,transmembrane receptor protein tyrosine kinase signaling pathway
AHI1,vesicle-mediated transport
AKAP9,DNA binding
AKAP9,G2/M transition of mitotic cell cycle
AKAP9,Golgi apparatus
AKAP9,Golgi stack
AKAP9,Golgi stack
AKAP9,cardiac conduction
AKAP9,cellular response to cAMP
AKAP9,centrosome
AKAP9,centrosome
AKAP9,chemical synaptic transmission
AKAP9,ciliary basal body-plasma membrane docking
AKAP9,cis-Golgi network
AKAP9,cis-Golgi network
AKAP9,cytoskeleton
AKAP9,cytosol
AKAP9,glutamatergic synapse
AKAP9,glutamatergic synapse
AKAP9,intracellular membrane-bounded organelle
AKAP9,ion channel binding
AKAP9,maintenance of centrosome location
AKAP9,maintenance of centrosome location
AKAP9,microtubule nucleation
AKAP9,molecular adaptor activity
AKAP9,molecular adaptor activity
AKAP9,positive regulation of microtubule polymerization
AKAP9,positive regulation of peptidyl-serine phosphorylation
AKAP9,positive regulation of peptidyl-serine phosphorylation
AKAP9,positive regulation of potassium ion transmembrane transporter activity
AKAP9,positive regulation of potassium ion transmembrane transporter activity
AKAP9,potassium channel regulator activity
AKAP9,potassium channel regulator activity
AKAP9,protein binding
AKAP9,protein kinase A regulatory subunit binding
AKAP9,protein kinase A regulatory subunit binding
AKAP9,protein kinase A regulatory subunit binding
AKAP9,regulation of G2/M transition of mitotic cell cycle
AKAP9,regulation of Golgi organization
AKAP9,regulation of Golgi organization
AKAP9,regulation of cardiac muscle cell action potential involved in regulation of contraction
AKAP9,regulation of heart rate by cardiac conduction
AKAP9,regulation of membrane repolarization
AKAP9,regulation of postsynaptic neurotransmitter receptor activity
AKAP9,regulation of postsynaptic neurotransmitter receptor activity
AKAP9,regulation of ventricular cardiac muscle cell membrane repolarization
AKAP9,regulation of ventricular cardiac muscle cell membrane repolarization
AKAP9,signal transduction
AKAP9,signaling receptor binding
AKAP9,synaptic membrane
AKAP9,voltage-gated potassium channel complex
ALDH1A3,Harderian gland development
ALDH1A3,NAD+ binding
ALDH1A3,aldehyde dehydrogenase (NAD+) activity
ALDH1A3,aldehyde dehydrogenase [NAD(P)+] activity
ALDH1A3,cytoplasm
ALDH1A3,cytosol
ALDH1A3,embryonic camera-type eye development
ALDH1A3,embryonic eye morphogenesis
ALDH1A3,extracellular exosome
ALDH1A3,face development
ALDH1A3,inner ear morphogenesis
ALDH1A3,locomotory behavior
ALDH1A3,neuromuscular process controlling balance
ALDH1A3,nucleus accumbens development
ALDH1A3,olfactory pit development
ALDH1A3,optic cup morphogenesis involved in camera-type eye development
ALDH1A3,oxidation-reduction process
ALDH1A3,positive regulation of apoptotic process
ALDH1A3,protein homodimerization activity
ALDH1A3,protein homotetramerization
ALDH1A3,retinal dehydrogenase activity
ALDH1A3,retinal metabolic process
ALDH1A3,retinoic acid biosynthetic process
ALDH1A3,retinoic acid metabolic process
ALDH1A3,retinol metabolic process
ALDH1A3,righting reflex
ALDH1A3,thyroid hormone binding
ALDH5A1,central nervous system development
ALDH5A1,gamma-aminobutyric acid catabolic process
ALDH5A1,gamma-aminobutyric acid catabolic process
ALDH5A1,gamma-aminobutyric acid catabolic process
ALDH5A1,glutamate metabolic process
ALDH5A1,identical protein binding
ALDH5A1,mitochondrial matrix
ALDH5A1,mitochondrion
ALDH5A1,mitochondrion
ALDH5A1,mitochondrion
ALDH5A1,neurotransmitter catabolic process
ALDH5A1,oxidation-reduction process
ALDH5A1,post-embryonic development
ALDH5A1,succinate metabolic process
ALDH5A1,succinate-semialdehyde dehydrogenase (NAD+) activity
ALDH5A1,succinate-semialdehyde dehydrogenase (NAD+) activity
ALDH5A1,succinate-semialdehyde dehydrogenase (NAD+) activity
ALDH5A1,succinate-semialdehyde dehydrogenase (NAD+) activity
ALG6,dolichol-linked oligosaccharide biosynthetic process
ALG6,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG6,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG6,endoplasmic reticulum membrane
ALG6,endoplasmic reticulum membrane
ALG6,glucosyltransferase activity
ALG6,integral component of membrane
ALG6,membrane
ALG6,oligosaccharide-lipid intermediate biosynthetic process
ALG6,protein N-linked glycosylation
ALG6,protein N-linked glycosylation
AMPD1,AMP deaminase activity
AMPD1,AMP metabolic process
AMPD1,IMP biosynthetic process
AMPD1,IMP salvage
AMPD1,cytosol
AMPD1,cytosol
AMPD1,identical protein binding
AMPD1,metal ion binding
AMPD1,myosin heavy chain binding
AMPD1,protein binding
AMPD1,purine-containing compound salvage
AMPD1,response to organic substance
AMT,aminomethyltransferase activity
AMT,aminomethyltransferase activity
AMT,aminomethyltransferase activity
AMT,glycine catabolic process
AMT,glycine decarboxylation via glycine cleavage system
AMT,glycine decarboxylation via glycine cleavage system
AMT,mitochondrial matrix
AMT,mitochondrion
AMT,mitochondrion
AMT,mitochondrion
AMT,nucleoplasm
AMT,transaminase activity
ANK2,A band
ANK2,ATPase binding
ANK2,M band
ANK2,SA node cell action potential
ANK2,SA node cell to atrial cardiac muscle cell communication
ANK2,T-tubule
ANK2,T-tubule organization
ANK2,Z disc
ANK2,apical plasma membrane
ANK2,atrial cardiac muscle cell action potential
ANK2,atrial cardiac muscle cell to AV node cell communication
ANK2,atrial septum development
ANK2,basolateral plasma membrane
ANK2,cellular calcium ion homeostasis
ANK2,cellular protein localization
ANK2,costamere
ANK2,cytoskeletal anchor activity
ANK2,cytoskeleton
ANK2,cytoskeleton organization
ANK2,cytosol
ANK2,early endosome
ANK2,endocytosis
ANK2,endoplasmic reticulum to Golgi vesicle-mediated transport
ANK2,enzyme binding
ANK2,intercalated disc
ANK2,ion channel binding
ANK2,ion channel binding
ANK2,ion channel binding
ANK2,lysosome
ANK2,membrane depolarization during SA node cell action potential
ANK2,mitochondrion
ANK2,neuron projection
ANK2,phosphorylation-dependent protein binding
ANK2,plasma membrane
ANK2,plasma membrane
ANK2,plasma membrane
ANK2,plasma membrane
ANK2,positive regulation of calcium ion transmembrane transporter activity
ANK2,positive regulation of calcium ion transport
ANK2,positive regulation of cation channel activity
ANK2,positive regulation of gene expression
ANK2,positive regulation of potassium ion transmembrane transporter activity
